,frame,score,path
0,frame0.png,0.9599282461901807,../cv2/testset/frames/
1,frame1.png,0.7762310180821788,../cv2/testset/frames/
2,frame2.png,0.8393540824246107,../cv2/testset/frames/
3,frame3.png,0.7416600287484199,../cv2/testset/frames/
4,frame4.png,0.8788184823059608,../cv2/testset/frames/
5,frame5.png,0.7617730406300303,../cv2/testset/frames/
6,frame6.png,0.8482976579237094,../cv2/testset/frames/
7,frame7.png,0.919744941120603,../cv2/testset/frames/
8,frame8.png,0.8951533533130858,../cv2/testset/frames/
9,frame9.png,0.8483023200634943,../cv2/testset/frames/
10,frame10.png,0.8416745687130592,../cv2/testset/frames/
11,frame11.png,0.937325911531587,../cv2/testset/frames/
12,frame12.png,0.841557622409633,../cv2/testset/frames/
13,frame13.png,0.7933910620724408,../cv2/testset/frames/
14,frame14.png,0.9037520320572423,../cv2/testset/frames/
15,frame15.png,0.8382698459887621,../cv2/testset/frames/
16,frame16.png,0.8099649294404501,../cv2/testset/frames/
17,frame17.png,0.8482460604666958,../cv2/testset/frames/
18,frame18.png,0.8666353314662284,../cv2/testset/frames/
19,frame19.png,0.923660008826308,../cv2/testset/frames/
20,frame20.png,0.9179107817250229,../cv2/testset/frames/
21,frame21.png,0.8187085694219705,../cv2/testset/frames/
22,frame22.png,0.9103154174066873,../cv2/testset/frames/
23,frame23.png,0.8871601138989219,../cv2/testset/frames/
24,frame24.png,0.9148890461825686,../cv2/testset/frames/
25,frame25.png,0.8831201271100966,../cv2/testset/frames/
26,frame26.png,0.8520746994796582,../cv2/testset/frames/
27,frame27.png,0.9093708005042844,../cv2/testset/frames/
28,frame28.png,0.8739056593115184,../cv2/testset/frames/
29,frame29.png,0.8832269507531681,../cv2/testset/frames/
30,frame30.png,0.922058073251108,../cv2/testset/frames/
31,frame31.png,0.7496051042052921,../cv2/testset/frames/
32,frame32.png,0.74566441745439,../cv2/testset/frames/
33,frame33.png,0.875981253820051,../cv2/testset/frames/
34,frame34.png,0.7594689702153934,../cv2/testset/frames/
35,frame35.png,0.9504285543430964,../cv2/testset/frames/
36,frame36.png,0.9406960175633409,../cv2/testset/frames/
37,frame37.png,0.8968678607122658,../cv2/testset/frames/
38,frame38.png,0.8553035099331522,../cv2/testset/frames/
39,frame39.png,0.8450015626809613,../cv2/testset/frames/
40,frame40.png,0.8681637483442896,../cv2/testset/frames/
41,frame41.png,0.8937966328373722,../cv2/testset/frames/
42,frame42.png,0.8899755823148753,../cv2/testset/frames/
43,frame43.png,0.87784282056821,../cv2/testset/frames/
44,frame44.png,0.8515822647242927,../cv2/testset/frames/
45,frame45.png,0.9132256402338098,../cv2/testset/frames/
46,frame46.png,0.8961505381803263,../cv2/testset/frames/
47,frame47.png,0.8858650403160726,../cv2/testset/frames/
48,frame48.png,0.8484011458185736,../cv2/testset/frames/
49,frame49.png,0.9338268182217654,../cv2/testset/frames/
50,frame50.png,0.8538832713778673,../cv2/testset/frames/
51,frame51.png,0.8089807819746565,../cv2/testset/frames/
52,frame52.png,0.9106593855483958,../cv2/testset/frames/
53,frame53.png,0.8356510739061931,../cv2/testset/frames/
54,frame54.png,0.8268528233595149,../cv2/testset/frames/
55,frame55.png,0.9134398487781082,../cv2/testset/frames/
56,frame56.png,0.8858454147212309,../cv2/testset/frames/
57,frame57.png,0.8555108660918679,../cv2/testset/frames/
58,frame58.png,0.8489823744367274,../cv2/testset/frames/
59,frame59.png,0.8277882714372237,../cv2/testset/frames/
60,frame60.png,0.8739461419232497,../cv2/testset/frames/
61,frame61.png,0.8118142583740894,../cv2/testset/frames/
62,frame62.png,0.7897623873731848,../cv2/testset/frames/
63,frame63.png,0.9106975260254132,../cv2/testset/frames/
64,frame64.png,0.957556115807148,../cv2/testset/frames/
65,frame65.png,0.8767345963445071,../cv2/testset/frames/
66,frame66.png,0.8737476390716332,../cv2/testset/frames/
67,frame67.png,0.8675337100225147,../cv2/testset/frames/
68,frame68.png,0.8823669147446523,../cv2/testset/frames/
69,frame69.png,0.8956252678800545,../cv2/testset/frames/
70,frame70.png,0.8285224856795481,../cv2/testset/frames/
71,frame71.png,0.7912851820435904,../cv2/testset/frames/
72,frame72.png,0.9094505639433567,../cv2/testset/frames/
73,frame73.png,0.8511698880046705,../cv2/testset/frames/
74,frame74.png,0.8917008767446984,../cv2/testset/frames/
75,frame75.png,0.8847592682390837,../cv2/testset/frames/
76,frame76.png,0.8788975855508491,../cv2/testset/frames/
77,frame77.png,0.9026672547826633,../cv2/testset/frames/
78,frame78.png,0.9147572545704643,../cv2/testset/frames/
79,frame79.png,0.883405415867186,../cv2/testset/frames/
80,frame80.png,0.9088796296554169,../cv2/testset/frames/
81,frame81.png,0.8407489663630683,../cv2/testset/frames/
82,frame82.png,0.8088198707693567,../cv2/testset/frames/
83,frame83.png,0.9171836666970231,../cv2/testset/frames/
84,frame84.png,0.7875793094124175,../cv2/testset/frames/
85,frame85.png,0.9040848455334216,../cv2/testset/frames/
86,frame86.png,0.9480761959062096,../cv2/testset/frames/
87,frame87.png,0.6697970110010216,../cv2/testset/frames/
88,frame88.png,0.9655644040199155,../cv2/testset/frames/
89,frame89.png,0.7798289641602523,../cv2/testset/frames/
90,frame90.png,0.8800291417091967,../cv2/testset/frames/
91,frame91.png,0.8237958316106733,../cv2/testset/frames/
92,frame92.png,0.887796131221256,../cv2/testset/frames/
93,frame93.png,0.7547675779938505,../cv2/testset/frames/
94,frame94.png,0.9420199906911135,../cv2/testset/frames/
95,frame95.png,0.9317137931412043,../cv2/testset/frames/
96,frame96.png,0.8870353250078995,../cv2/testset/frames/
97,frame97.png,0.9236135172100944,../cv2/testset/frames/
98,frame98.png,0.7718708132146694,../cv2/testset/frames/
99,frame99.png,0.8998356229408201,../cv2/testset/frames/
100,frame100.png,0.9436101882668594,../cv2/testset/frames/
101,frame101.png,0.9204580348480254,../cv2/testset/frames/
102,frame102.png,0.8425604100565717,../cv2/testset/frames/
103,frame103.png,0.8444680466029025,../cv2/testset/frames/
104,frame104.png,0.858471988551349,../cv2/testset/frames/
105,frame105.png,0.8700631179947944,../cv2/testset/frames/
106,frame106.png,0.8755655072744324,../cv2/testset/frames/
107,frame107.png,0.8420424965026851,../cv2/testset/frames/
